ItemSet:{ { 2, 3, 4, 5 } ==> } 	 Confidance : 100
ItemSet:{ { 0, 5, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 5, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 5, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 3, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 3, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 3, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 4, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 4, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 2, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 4, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 4, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 3, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 4, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 5, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 1, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 4, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 3, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 4, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 5, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 5, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 5, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 5, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 5, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 2, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 4, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 5, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 5, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 5, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 5, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 5, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 3, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 5, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 5, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 5, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 5, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 5, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 4, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 5, 6, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 5, 6, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 5, 6, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 5, 7, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 6, 7, 8, 9 } ==> } 	 Confidance : NaN
